run_id,experiment_id,phase,hypothesis,run_type,include_in_paper,system_id,system_name,system_dim,system_representability,system_expected_stage,variant,variant_slug,seed,status,inferred_status,success,failure_reason,started_at,finished_at,loss,objective,exact_support_match,final_stage,stage_overshoot,wasted_levels,total_loss_evals,total_invalid_evals,elapsed_s,partial,metrics_available,corrupted,campaign_manifest_index,initial_condition_set,config_fingerprint,git_hash,git_dirty,r2,r2_by_dim,total_parameter_fits,total_ode_solves,stage_cap_behavior_fingerprint,support_terms,condition,use_pretuning,n_levels,eq_overshoot,eq_final_stages,stage_caps,solver_retcodes,optimizer_retcodes,total_diverged_solves,total_invalid_solves,total_nonfinite_solves,total_solver_unstable_solves,total_step_limit_solves,total_optimizer_limit_hits,total_optimizer_budget_stop_fits,exact_support_match_num,heartbeat_file,level_event_count,last_improvement_level,last_improvement_position,improvement_count,silent_levels,silent_fraction,equal_best_loss_transitions,nonmonotone_best_loss_transitions,substantial_relative_threshold,substantial_last_improvement_level,substantial_silent_levels,substantial_silent_fraction,level_count_diff_from_registry,log10_loss
1_evogrow_v2_2_stage_capped_pretune_on_1_1_42,paper1_phaseB_v1,B,,campaign_cell,,1,RC-circuit (charging capacitor),1,surrogate,,evogrow_v2_2_stage_capped_pretune_on,evogrow_v2_2_stage_capped_pretune_on,42,finished,finished,True,,,2026-09-04T19:33:33.007Z,6.63048951931e-05,,,5,,,1906176,,286.301942657,False,True,False,1,1,604e79733b22d64d,91f88c4,False,0.999988066701,[0.9999880667006428],410,1906176,ffb0266c7913352c,"[[""u1"",""u1^2"",""u1^3"",""cos(u1)""]]",pretune_on,True,30,,[5],[5],"[""Success"",""Unstable""]","[""Failure"",""MaxLossEvals""]",1284,1284,0,1284,0,410,60,,cell_000001.heartbeat.jsonl,20,17,17,4,3,0.15,16,0,0.01,17,3,0.15,-10,-4.17845440709
2_evogrow_v2_2_stage_capped_pretune_on_1_1_123,paper1_phaseB_v1,B,,campaign_cell,,1,RC-circuit (charging capacitor),1,surrogate,,evogrow_v2_2_stage_capped_pretune_on,evogrow_v2_2_stage_capped_pretune_on,123,finished,finished,True,,,2026-09-04T19:34:11.106Z,6.63048951931e-05,,,5,,,1906482,,260.829816873,False,True,False,2,1,604e79733b22d64d,91f88c4,False,0.999988066701,[0.9999880667006428],410,1906482,ffb0266c7913352c,"[[""u1"",""u1^2"",""u1^3"",""cos(u1)""]]",pretune_on,True,30,,[5],[5],"[""Success"",""Unstable""]","[""Failure"",""MaxLossEvals""]",1248,1248,0,1248,0,410,60,,cell_000002.heartbeat.jsonl,20,17,17,4,3,0.15,16,0,0.01,17,3,0.15,-10,-4.17845440709
3_evogrow_v2_2_stage_capped_pretune_on_1_1_7,paper1_phaseB_v1,B,,campaign_cell,,1,RC-circuit (charging capacitor),1,surrogate,,evogrow_v2_2_stage_capped_pretune_on,evogrow_v2_2_stage_capped_pretune_on,7,finished,finished,True,,,2026-09-04T19:34:15.632Z,6.63048951931e-05,,,5,,,1905870,,263.811074355,False,True,False,3,1,604e79733b22d64d,91f88c4,False,0.999988066701,[0.9999880667006428],410,1905870,ffb0266c7913352c,"[[""u1"",""u1^2"",""u1^3"",""cos(u1)""]]",pretune_on,True,30,,[5],[5],"[""Success"",""Unstable""]","[""Failure"",""MaxLossEvals""]",1320,1320,0,1320,0,410,60,,cell_000003.heartbeat.jsonl,20,17,17,4,3,0.15,16,0,0.01,17,3,0.15,-10,-4.17845440709
4_evogrow_v2_2_stage_capped_pretune_on_1_2_42,paper1_phaseB_v1,B,,campaign_cell,,1,RC-circuit (charging capacitor),1,surrogate,,evogrow_v2_2_stage_capped_pretune_on,evogrow_v2_2_stage_capped_pretune_on,42,finished,finished,True,,,2026-09-04T19:38:58.643Z,0.000106615991459,,,5,,,116298,,24.549166771,False,True,False,4,2,604e79733b22d64d,91f88c4,False,0.999779148318,[0.999779148317866],410,116298,ffb0266c7913352c,"[[""u1"",""u1^2"",""u1^3""]]",pretune_on,True,30,,[5],[5],"[""Success""]","[""Success""]",0,0,0,0,0,0,0,,cell_000004.heartbeat.jsonl,20,13,13,3,7,0.35,17,0,0.01,13,7,0.35,-10,-3.97217765008
5_evogrow_v2_2_stage_capped_pretune_on_1_2_123,paper1_phaseB_v1,B,,campaign_cell,,1,RC-circuit (charging capacitor),1,surrogate,,evogrow_v2_2_stage_capped_pretune_on,evogrow_v2_2_stage_capped_pretune_on,123,finished,finished,True,,,2026-09-04T19:39:13.395Z,0.000106615991459,,,5,,,110334,,25.521202469,False,True,False,5,2,604e79733b22d64d,91f88c4,False,0.999779148318,[0.999779148317866],410,110334,ffb0266c7913352c,"[[""u1"",""u1^2"",""u1^3""]]",pretune_on,True,30,,[5],[5],"[""Success""]","[""Success""]",0,0,0,0,0,0,0,,cell_000005.heartbeat.jsonl,20,13,13,3,7,0.35,17,0,0.01,13,7,0.35,-10,-3.97217765008
6_evogrow_v2_2_stage_capped_pretune_on_1_2_7,paper1_phaseB_v1,B,,campaign_cell,,1,RC-circuit (charging capacitor),1,surrogate,,evogrow_v2_2_stage_capped_pretune_on,evogrow_v2_2_stage_capped_pretune_on,7,finished,finished,True,,,2026-09-04T19:39:19.496Z,0.000106615991459,,,5,,,114168,,23.476080073,False,True,False,6,2,604e79733b22d64d,91f88c4,False,0.999779148318,[0.999779148317866],410,114168,ffb0266c7913352c,"[[""u1"",""u1^2"",""u1^3""]]",pretune_on,True,30,,[5],[5],"[""Success""]","[""Success""]",0,0,0,0,0,0,0,,cell_000006.heartbeat.jsonl,20,13,13,3,7,0.35,17,0,0.01,13,7,0.35,-10,-3.97217765008
7_evogrow_v2_2_stage_capped_pretune_on_2_1_42,paper1_phaseB_v1,B,,campaign_cell,,2,Population growth (naive),1,exact,1,evogrow_v2_2_stage_capped_pretune_on,evogrow_v2_2_stage_capped_pretune_on,42,finished,finished,True,,,2026-09-04T19:40:04.096Z,1.8637666178e-12,,True,1,0,0,600000,,66.240472548,False,True,False,7,1,604e79733b22d64d,91f88c4,False,1,[0.9999999999999869],30,600000,ffb0266c7913352c,"[[""u1""]]",pretune_on,True,30,[0],[1],[null],"[""Success""]","[""MaxLossEvals""]",0,0,0,0,0,30,30,1,cell_000007.heartbeat.jsonl,1,1,1,1,0,0,0,0,0.01,1,0,0,-29,-11.7296084712
8_evogrow_v2_2_stage_capped_pretune_on_2_1_123,paper1_phaseB_v1,B,,campaign_cell,,2,Population growth (naive),1,exact,1,evogrow_v2_2_stage_capped_pretune_on,evogrow_v2_2_stage_capped_pretune_on,123,finished,finished,True,,,2026-09-04T19:40:19.735Z,1.8637666178e-12,,True,1,0,0,600000,,66.727550279,False,True,False,8,1,604e79733b22d64d,91f88c4,False,1,[0.9999999999999869],30,600000,ffb0266c7913352c,"[[""u1""]]",pretune_on,True,30,[0],[1],[null],"[""Success""]","[""MaxLossEvals""]",0,0,0,0,0,30,30,1,cell_000008.heartbeat.jsonl,1,1,1,1,0,0,0,0,0.01,1,0,0,-29,-11.7296084712
9_evogrow_v2_2_stage_capped_pretune_on_2_1_7,paper1_phaseB_v1,B,,campaign_cell,,2,Population growth (naive),1,exact,1,evogrow_v2_2_stage_capped_pretune_on,evogrow_v2_2_stage_capped_pretune_on,7,finished,finished,True,,,2026-09-04T19:40:22.848Z,1.8637666178e-12,,True,1,0,0,600000,,66.277671417,False,True,False,9,1,604e79733b22d64d,91f88c4,False,1,[0.9999999999999869],30,600000,ffb0266c7913352c,"[[""u1""]]",pretune_on,True,30,[0],[1],[null],"[""Success""]","[""MaxLossEvals""]",0,0,0,0,0,30,30,1,cell_000009.heartbeat.jsonl,1,1,1,1,0,0,0,0,0.01,1,0,0,-29,-11.7296084712
10_evogrow_v2_2_stage_capped_pretune_on_2_2_42,paper1_phaseB_v1,B,,campaign_cell,,2,Population growth (naive),1,exact,1,evogrow_v2_2_stage_capped_pretune_on,evogrow_v2_2_stage_capped_pretune_on,42,finished,finished,True,,,2026-09-04T19:41:51.458Z,6.56045388907e-14,,True,1,0,0,480,,10.413766668,False,True,False,10,2,604e79733b22d64d,91f88c4,False,1,[0.999999999999986],30,480,ffb0266c7913352c,"[[""u1""]]",pretune_on,True,30,[0],[1],[null],"[""Success""]","[""Success""]",0,0,0,0,0,0,0,1,cell_000010.heartbeat.jsonl,1,1,1,1,0,0,0,0,0.01,1,0,0,-29,-13.1830661127
11_evogrow_v2_2_stage_capped_pretune_on_2_2_123,paper1_phaseB_v1,B,,campaign_cell,,2,Population growth (naive),1,exact,1,evogrow_v2_2_stage_capped_pretune_on,evogrow_v2_2_stage_capped_pretune_on,123,finished,finished,True,,,2026-09-04T19:42:06.311Z,6.56045388907e-14,,True,1,0,0,480,,10.332471854,False,True,False,11,2,604e79733b22d64d,91f88c4,False,1,[0.999999999999986],30,480,ffb0266c7913352c,"[[""u1""]]",pretune_on,True,30,[0],[1],[null],"[""Success""]","[""Success""]",0,0,0,0,0,0,0,1,cell_000011.heartbeat.jsonl,1,1,1,1,0,0,0,0,0.01,1,0,0,-29,-13.1830661127
12_evogrow_v2_2_stage_capped_pretune_on_2_2_7,paper1_phaseB_v1,B,,campaign_cell,,2,Population growth (naive),1,exact,1,evogrow_v2_2_stage_capped_pretune_on,evogrow_v2_2_stage_capped_pretune_on,7,finished,finished,True,,,2026-09-04T19:42:09.244Z,6.56045388907e-14,,True,1,0,0,480,,10.413965927,False,True,False,12,2,604e79733b22d64d,91f88c4,False,1,[0.999999999999986],30,480,ffb0266c7913352c,"[[""u1""]]",pretune_on,True,30,[0],[1],[null],"[""Success""]","[""Success""]",0,0,0,0,0,0,0,1,cell_000012.heartbeat.jsonl,1,1,1,1,0,0,0,0,0.01,1,0,0,-29,-13.1830661127
13_evogrow_v2_2_stage_capped_pretune_on_3_1_42,paper1_phaseB_v1,B,,campaign_cell,,3,Population growth with carrying capacity,1,exact,2,evogrow_v2_2_stage_capped_pretune_on,evogrow_v2_2_stage_capped_pretune_on,42,finished,finished,True,,,2026-09-04T19:42:41.561Z,1.34161969691e-08,,True,2,0,0,58050,,18.174665033,False,True,False,13,1,604e79733b22d64d,91f88c4,False,0.999999999974,[0.9999999999740933],170,58050,ffb0266c7913352c,"[[""u1"",""u1^2""]]",pretune_on,True,30,[0],[2],[2],"[""Success"",""Unstable""]","[""Success""]",1280,1280,0,1280,0,0,0,1,cell_000013.heartbeat.jsonl,8,5,5,2,3,0.375,6,0,0.01,5,3,0.375,-22,-7.87237057429
14_evogrow_v2_2_stage_capped_pretune_on_3_1_123,paper1_phaseB_v1,B,,campaign_cell,,3,Population growth with carrying capacity,1,exact,2,evogrow_v2_2_stage_capped_pretune_on,evogrow_v2_2_stage_capped_pretune_on,123,finished,finished,True,,,2026-09-04T19:42:57.246Z,1.34161969691e-08,,True,2,0,0,58050,,17.911827136,False,True,False,14,1,604e79733b22d64d,91f88c4,False,0.999999999974,[0.9999999999740933],170,58050,ffb0266c7913352c,"[[""u1"",""u1^2""]]",pretune_on,True,30,[0],[2],[2],"[""Success"",""Unstable""]","[""Success""]",1280,1280,0,1280,0,0,0,1,cell_000014.heartbeat.jsonl,8,5,5,2,3,0.375,6,0,0.01,5,3,0.375,-22,-7.87237057429
15_evogrow_v2_2_stage_capped_pretune_on_3_1_7,paper1_phaseB_v1,B,,campaign_cell,,3,Population growth with carrying capacity,1,exact,2,evogrow_v2_2_stage_capped_pretune_on,evogrow_v2_2_stage_capped_pretune_on,7,finished,finished,True,,,2026-09-04T19:43:00.274Z,1.34161969691e-08,,True,2,0,0,58050,,18.054449375,False,True,False,15,1,604e79733b22d64d,91f88c4,False,0.999999999974,[0.9999999999740933],170,58050,ffb0266c7913352c,"[[""u1"",""u1^2""]]",pretune_on,True,30,[0],[2],[2],"[""Success"",""Unstable""]","[""Success""]",1280,1280,0,1280,0,0,0,1,cell_000015.heartbeat.jsonl,8,5,5,2,3,0.375,6,0,0.01,5,3,0.375,-22,-7.87237057429
16_evogrow_v2_2_stage_capped_pretune_on_3_2_42,paper1_phaseB_v1,B,,campaign_cell,,3,Population growth with carrying capacity,1,exact,2,evogrow_v2_2_stage_capped_pretune_on,evogrow_v2_2_stage_capped_pretune_on,42,finished,finished,True,,,2026-09-04T19:43:39.093Z,4.81907871736e-09,,True,2,0,0,198290,,29.891265791,False,True,False,16,2,604e79733b22d64d,91f88c4,False,0.99999999998,[0.9999999999800883],110,198290,ffb0266c7913352c,"[[""u1"",""u1^2""]]",pretune_on,True,30,[0],[2],[2],"[""Success""]","[""Failure"",""Success""]",0,0,0,0,0,90,0,1,cell_000016.heartbeat.jsonl,5,5,5,2,0,0,3,0,0.01,5,0,0,-25,-8.31703597965
17_evogrow_v2_2_stage_capped_pretune_on_3_2_123,paper1_phaseB_v1,B,,campaign_cell,,3,Population growth with carrying capacity,1,exact,2,evogrow_v2_2_stage_capped_pretune_on,evogrow_v2_2_stage_capped_pretune_on,123,finished,finished,True,,,2026-09-04T19:43:55.139Z,4.81907871736e-09,,True,2,0,0,198290,,30.276565906,False,True,False,17,2,604e79733b22d64d,91f88c4,False,0.99999999998,[0.9999999999800883],110,198290,ffb0266c7913352c,"[[""u1"",""u1^2""]]",pretune_on,True,30,[0],[2],[2],"[""Success""]","[""Failure"",""Success""]",0,0,0,0,0,90,0,1,cell_000017.heartbeat.jsonl,5,5,5,2,0,0,3,0,0.01,5,0,0,-25,-8.31703597965
18_evogrow_v2_2_stage_capped_pretune_on_3_2_7,paper1_phaseB_v1,B,,campaign_cell,,3,Population growth with carrying capacity,1,exact,2,evogrow_v2_2_stage_capped_pretune_on,evogrow_v2_2_stage_capped_pretune_on,7,finished,finished,True,,,2026-09-04T19:43:57.689Z,4.81907871736e-09,,True,2,0,0,198290,,30.338841083,False,True,False,18,2,604e79733b22d64d,91f88c4,False,0.99999999998,[0.9999999999800883],110,198290,ffb0266c7913352c,"[[""u1"",""u1^2""]]",pretune_on,True,30,[0],[2],[2],"[""Success""]","[""Failure"",""Success""]",0,0,0,0,0,90,0,1,cell_000018.heartbeat.jsonl,5,5,5,2,0,0,3,0,0.01,5,0,0,-25,-8.31703597965
19_evogrow_v2_2_stage_capped_pretune_on_4_1_42,paper1_phaseB_v1,B,,campaign_cell,,4,RC-circuit with non-linear resistor (charging capacitor),1,surrogate,,evogrow_v2_2_stage_capped_pretune_on,evogrow_v2_2_stage_capped_pretune_on,42,finished,finished,True,,,2026-09-04T19:44:49.744Z,7.51112882371e-05,,,5,,,1342704,,146.460367623,False,True,False,19,1,604e79733b22d64d,91f88c4,False,0.999878141534,[0.9998781415342218],410,1342704,ffb0266c7913352c,"[[""u1"",""u1^2"",""u1^3""]]",pretune_on,True,30,,[5],[5],"[""Success""]","[""Success"",""Failure""]",0,0,0,0,0,283,0,,cell_000019.heartbeat.jsonl,20,13,13,3,7,0.35,17,0,0.01,13,7,0.35,-10,-4.12429478935
20_evogrow_v2_2_stage_capped_pretune_on_4_1_123,paper1_phaseB_v1,B,,campaign_cell,,4,RC-circuit with non-linear resistor (charging capacitor),1,surrogate,,evogrow_v2_2_stage_capped_pretune_on,evogrow_v2_2_stage_capped_pretune_on,123,finished,finished,True,,,2026-09-04T19:45:06.653Z,7.51112882371e-05,,,5,,,1294992,,147.967889162,False,True,False,20,1,604e79733b22d64d,91f88c4,False,0.999878141534,[0.9998781415342218],410,1294992,ffb0266c7913352c,"[[""u1"",""u1^2"",""u1^3""]]",pretune_on,True,30,,[5],[5],"[""Success""]","[""Success"",""Failure""]",0,0,0,0,0,269,0,,cell_000020.heartbeat.jsonl,20,13,13,3,7,0.35,17,0,0.01,13,7,0.35,-10,-4.12429478935
21_evogrow_v2_2_stage_capped_pretune_on_4_1_7,paper1_phaseB_v1,B,,campaign_cell,,4,RC-circuit with non-linear resistor (charging capacitor),1,surrogate,,evogrow_v2_2_stage_capped_pretune_on,evogrow_v2_2_stage_capped_pretune_on,7,finished,finished,True,,,2026-09-04T19:45:07.542Z,7.51112882371e-05,,,5,,,1325664,,152.036560741,False,True,False,21,1,604e79733b22d64d,91f88c4,False,0.999878141534,[0.9998781415342218],410,1325664,ffb0266c7913352c,"[[""u1"",""u1^2"",""u1^3""]]",pretune_on,True,30,,[5],[5],"[""Success""]","[""Success"",""Failure""]",0,0,0,0,0,278,0,,cell_000021.heartbeat.jsonl,20,13,13,3,7,0.35,17,0,0.01,13,7,0.35,-10,-4.12429478935
22_evogrow_v2_2_stage_capped_pretune_on_4_2_42,paper1_phaseB_v1,B,,campaign_cell,,4,RC-circuit with non-linear resistor (charging capacitor),1,surrogate,,evogrow_v2_2_stage_capped_pretune_on,evogrow_v2_2_stage_capped_pretune_on,42,finished,finished,True,,,2026-09-04T19:47:56.797Z,0.000609092255361,,,5,,,233288,,35.56476106,False,True,False,22,2,604e79733b22d64d,91f88c4,False,0.999324322852,[0.99932432285211],410,233288,ffb0266c7913352c,"[[""u1"",""cos(u1)""]]",pretune_on,True,30,,[5],[5],"[""Success""]","[""Success"",""Failure""]",0,0,0,0,0,62,0,,cell_000022.heartbeat.jsonl,20,17,17,2,3,0.15,18,0,0.01,17,3,0.15,-10,-3.21531692254
23_evogrow_v2_2_stage_capped_pretune_on_4_2_123,paper1_phaseB_v1,B,,campaign_cell,,4,RC-circuit with non-linear resistor (charging capacitor),1,surrogate,,evogrow_v2_2_stage_capped_pretune_on,evogrow_v2_2_stage_capped_pretune_on,123,finished,finished,True,,,2026-09-04T19:48:15.494Z,0.000609092255361,,,5,,,263560,,39.688198881,False,True,False,23,2,604e79733b22d64d,91f88c4,False,0.999324322852,[0.99932432285211],410,263560,ffb0266c7913352c,"[[""u1"",""cos(u1)""]]",pretune_on,True,30,,[5],[5],"[""Success""]","[""Success"",""Failure""]",0,0,0,0,0,70,0,,cell_000023.heartbeat.jsonl,20,17,17,2,3,0.15,18,0,0.01,17,3,0.15,-10,-3.21531692254
24_evogrow_v2_2_stage_capped_pretune_on_4_2_7,paper1_phaseB_v1,B,,campaign_cell,,4,RC-circuit with non-linear resistor (charging capacitor),1,surrogate,,evogrow_v2_2_stage_capped_pretune_on,evogrow_v2_2_stage_capped_pretune_on,7,finished,finished,True,,,2026-09-04T19:48:18.883Z,0.000609092255361,,,5,,,269680,,38.687510386,False,True,False,24,2,604e79733b22d64d,91f88c4,False,0.999324322852,[0.99932432285211],410,269680,ffb0266c7913352c,"[[""u1"",""cos(u1)""]]",pretune_on,True,30,,[5],[5],"[""Success""]","[""Success"",""Failure""]",0,0,0,0,0,72,0,,cell_000024.heartbeat.jsonl,20,17,17,2,3,0.15,18,0,0.01,17,3,0.15,-10,-3.21531692254
25_evogrow_v2_2_stage_capped_pretune_on_5_1_42,paper1_phaseB_v1,B,,campaign_cell,,5,Velocity of a falling object with air resistance,1,surrogate,,evogrow_v2_2_stage_capped_pretune_on,evogrow_v2_2_stage_capped_pretune_on,42,finished,finished,True,,,2026-09-04T19:49:12.753Z,6.81729727061,,,5,,,2462060,,491.611532421,False,True,False,25,1,604e79733b22d64d,91f88c4,False,0.978647500242,[0.9786475002418551],430,2462060,ffb0266c7913352c,"[[""u1"",""u1^2"",""u1^3"",""sin(u1)"",""cos(u1)""]]",pretune_on,True,30,,[5],[null],"[""Success"",""Unstable""]","[""Success"",""Failure"",""MaxLossEvals""]",55834,55834,0,55834,0,340,100,,cell_000025.heartbeat.jsonl,21,18,18,5,3,0.142857142857,16,0,0.01,18,3,0.142857142857,-9,0.833612231973
26_evogrow_v2_2_stage_capped_pretune_on_5_1_123,paper1_phaseB_v1,B,,campaign_cell,,5,Velocity of a falling object with air resistance,1,surrogate,,evogrow_v2_2_stage_capped_pretune_on,evogrow_v2_2_stage_capped_pretune_on,123,finished,finished,True,,,2026-09-04T19:49:35.518Z,6.81729727061,,,5,,,2462060,,493.895578026,False,True,False,26,1,604e79733b22d64d,91f88c4,False,0.978647500242,[0.9786475002418551],430,2462060,ffb0266c7913352c,"[[""u1"",""u1^2"",""u1^3"",""sin(u1)"",""cos(u1)""]]",pretune_on,True,30,,[5],[null],"[""Success"",""Unstable""]","[""Success"",""Failure"",""MaxLossEvals""]",55888,55888,0,55888,0,340,100,,cell_000026.heartbeat.jsonl,21,18,18,5,3,0.142857142857,16,0,0.01,18,3,0.142857142857,-9,0.833612231973
27_evogrow_v2_2_stage_capped_pretune_on_5_1_7,paper1_phaseB_v1,B,,campaign_cell,,5,Velocity of a falling object with air resistance,1,surrogate,,evogrow_v2_2_stage_capped_pretune_on,evogrow_v2_2_stage_capped_pretune_on,7,finished,finished,True,,,2026-09-04T19:49:37.856Z,6.81729727061,,,5,,,2462060,,486.120339085,False,True,False,27,1,604e79733b22d64d,91f88c4,False,0.978647500242,[0.9786475002418551],430,2462060,ffb0266c7913352c,"[[""u1"",""u1^2"",""u1^3"",""sin(u1)"",""cos(u1)""]]",pretune_on,True,30,,[5],[null],"[""Success"",""Unstable""]","[""Success"",""Failure"",""MaxLossEvals""]",55780,55780,0,55780,0,340,100,,cell_000027.heartbeat.jsonl,21,18,18,5,3,0.142857142857,16,0,0.01,18,3,0.142857142857,-9,0.833612231973
28_evogrow_v2_2_stage_capped_pretune_on_5_2_42,paper1_phaseB_v1,B,,campaign_cell,,5,Velocity of a falling object with air resistance,1,surrogate,,evogrow_v2_2_stage_capped_pretune_on,evogrow_v2_2_stage_capped_pretune_on,42,finished,finished,True,,,2026-09-04T19:58:04.327Z,8.75193723904e-06,,,5,,,6446800,,669.529420853,False,True,False,28,2,604e79733b22d64d,91f88c4,False,0.999994519791,[0.9999945197905024],410,6446800,ffb0266c7913352c,"[[""u1"",""u1^2""]]",pretune_on,True,30,,[5],[5],"[""Success""]","[""Failure"",""MaxLossEvals""]",0,0,0,0,0,410,320,,cell_000028.heartbeat.jsonl,20,5,5,2,15,0.75,18,0,0.01,5,15,0.75,-10,-5.05789580537
29_evogrow_v2_2_stage_capped_pretune_on_5_2_123,paper1_phaseB_v1,B,,campaign_cell,,5,Velocity of a falling object with air resistance,1,surrogate,,evogrow_v2_2_stage_capped_pretune_on,evogrow_v2_2_stage_capped_pretune_on,123,finished,finished,True,,,2026-09-04T19:58:23.618Z,8.75193723904e-06,,,5,,,6446800,,668.617579894,False,True,False,29,2,604e79733b22d64d,91f88c4,False,0.999994519791,[0.9999945197905024],410,6446800,ffb0266c7913352c,"[[""u1"",""u1^2""]]",pretune_on,True,30,,[5],[5],"[""Success""]","[""Failure"",""MaxLossEvals""]",0,0,0,0,0,410,320,,cell_000029.heartbeat.jsonl,20,5,5,2,15,0.75,18,0,0.01,5,15,0.75,-10,-5.05789580537
30_evogrow_v2_2_stage_capped_pretune_on_5_2_7,paper1_phaseB_v1,B,,campaign_cell,,5,Velocity of a falling object with air resistance,1,surrogate,,evogrow_v2_2_stage_capped_pretune_on,evogrow_v2_2_stage_capped_pretune_on,7,finished,finished,True,,,2026-09-04T19:58:29.911Z,8.75193723904e-06,,,5,,,6446800,,670.217396329,False,True,False,30,2,604e79733b22d64d,91f88c4,False,0.999994519791,[0.9999945197905024],410,6446800,ffb0266c7913352c,"[[""u1"",""u1^2""]]",pretune_on,True,30,,[5],[5],"[""Success""]","[""Failure"",""MaxLossEvals""]",0,0,0,0,0,410,320,,cell_000030.heartbeat.jsonl,20,5,5,2,15,0.75,18,0,0.01,5,15,0.75,-10,-5.05789580537
31_evogrow_v2_2_stage_capped_pretune_on_6_1_42,paper1_phaseB_v1,B,,campaign_cell,,6,Autocatalysis with one fixed abundant chemical,1,exact,2,evogrow_v2_2_stage_capped_pretune_on,evogrow_v2_2_stage_capped_pretune_on,42,finished,finished,True,,,2026-09-04T20:09:54.047Z,2.83179309449e-14,,True,2,0,0,21890,,12.953974423,False,True,False,31,1,604e79733b22d64d,91f88c4,False,1,[0.9999999999999827],110,21890,ffb0266c7913352c,"[[""u1"",""u1^2""]]",pretune_on,True,30,[0],[2],[2],"[""Success""]","[""Success""]",0,0,0,0,0,0,0,1,cell_000031.heartbeat.jsonl,5,5,5,2,0,0,3,0,0.01,5,0,0,-25,-13.5479384816
32_evogrow_v2_2_stage_capped_pretune_on_6_1_123,paper1_phaseB_v1,B,,campaign_cell,,6,Autocatalysis with one fixed abundant chemical,1,exact,2,evogrow_v2_2_stage_capped_pretune_on,evogrow_v2_2_stage_capped_pretune_on,123,finished,finished,True,,,2026-09-04T20:10:13.634Z,2.83179309449e-14,,True,2,0,0,21890,,12.634276568,False,True,False,32,1,604e79733b22d64d,91f88c4,False,1,[0.9999999999999827],110,21890,ffb0266c7913352c,"[[""u1"",""u1^2""]]",pretune_on,True,30,[0],[2],[2],"[""Success""]","[""Success""]",0,0,0,0,0,0,0,1,cell_000032.heartbeat.jsonl,5,5,5,2,0,0,3,0,0.01,5,0,0,-25,-13.5479384816
33_evogrow_v2_2_stage_capped_pretune_on_6_1_7,paper1_phaseB_v1,B,,campaign_cell,,6,Autocatalysis with one fixed abundant chemical,1,exact,2,evogrow_v2_2_stage_capped_pretune_on,evogrow_v2_2_stage_capped_pretune_on,7,finished,finished,True,,,2026-09-04T20:10:20.400Z,2.83179309449e-14,,True,2,0,0,21890,,12.970329224,False,True,False,33,1,604e79733b22d64d,91f88c4,False,1,[0.9999999999999827],110,21890,ffb0266c7913352c,"[[""u1"",""u1^2""]]",pretune_on,True,30,[0],[2],[2],"[""Success""]","[""Success""]",0,0,0,0,0,0,0,1,cell_000033.heartbeat.jsonl,5,5,5,2,0,0,3,0,0.01,5,0,0,-25,-13.5479384816
34_evogrow_v2_2_stage_capped_pretune_on_6_2_42,paper1_phaseB_v1,B,,campaign_cell,,6,Autocatalysis with one fixed abundant chemical,1,exact,2,evogrow_v2_2_stage_capped_pretune_on,evogrow_v2_2_stage_capped_pretune_on,42,finished,finished,True,,,2026-09-04T20:10:46.671Z,2.10344886496e-13,,True,2,0,0,43680,,15.336603004,False,True,False,34,2,604e79733b22d64d,91f88c4,False,0.999999999998,[0.9999999999982943],110,43680,ffb0266c7913352c,"[[""u1"",""u1^2""]]",pretune_on,True,30,[0],[2],[2],"[""Success""]","[""Success""]",0,0,0,0,0,0,0,1,cell_000034.heartbeat.jsonl,5,5,5,2,0,0,3,0,0.01,5,0,0,-25,-12.6770680413
35_evogrow_v2_2_stage_capped_pretune_on_6_2_123,paper1_phaseB_v1,B,,campaign_cell,,6,Autocatalysis with one fixed abundant chemical,1,exact,2,evogrow_v2_2_stage_capped_pretune_on,evogrow_v2_2_stage_capped_pretune_on,123,finished,finished,True,,,2026-09-04T20:11:06.827Z,2.10344886496e-13,,True,2,0,0,43680,,15.110085407,False,True,False,35,2,604e79733b22d64d,91f88c4,False,0.999999999998,[0.9999999999982943],110,43680,ffb0266c7913352c,"[[""u1"",""u1^2""]]",pretune_on,True,30,[0],[2],[2],"[""Success""]","[""Success""]",0,0,0,0,0,0,0,1,cell_000035.heartbeat.jsonl,5,5,5,2,0,0,3,0,0.01,5,0,0,-25,-12.6770680413
36_evogrow_v2_2_stage_capped_pretune_on_6_2_7,paper1_phaseB_v1,B,,campaign_cell,,6,Autocatalysis with one fixed abundant chemical,1,exact,2,evogrow_v2_2_stage_capped_pretune_on,evogrow_v2_2_stage_capped_pretune_on,7,finished,finished,True,,,2026-09-04T20:11:13.590Z,2.10344886496e-13,,True,2,0,0,43680,,14.663795284,False,True,False,36,2,604e79733b22d64d,91f88c4,False,0.999999999998,[0.9999999999982943],110,43680,ffb0266c7913352c,"[[""u1"",""u1^2""]]",pretune_on,True,30,[0],[2],[2],"[""Success""]","[""Success""]",0,0,0,0,0,0,0,1,cell_000036.heartbeat.jsonl,5,5,5,2,0,0,3,0,0.01,5,0,0,-25,-12.6770680413
